Character;Sentence;Sentence_tokenized;Sentence_lemmatized;Sentence_cleared
Harry;We've got to go. We've got to save her.;['we', 'got', 'to', 'go', 'we', 'got', 'to', 'save', 'her'];['we', 'got', 'to', 'go', 'we', 'got', 'to', 'save', 'her'];['save']
Tom Riddle;I'm afraid I can't do that.;['i', 'afraid', 'i', 'ca', 'do', 'that'];['i', 'afraid', 'i', 'ca', 'do', 'that'];['afraid', 'ca']
Tom Riddle;You see, as poor Ginny grows weaker, I grow stronger.;['you', 'see', 'as', 'poor', 'ginny', 'grows', 'weaker', 'i', 'grow', 'stronger'];['you', 'see', 'a', 'poor', 'ginny', 'grows', 'weaker', 'i', 'grow', 'stronger'];['poor', 'ginny', 'grows', 'weaker', 'grow', 'stronger']
Tom Riddle;Yes, Harry, it was Ginny Weasley who opened the Chamber of Secrets.;['yes', 'harry', 'it', 'was', 'ginny', 'weasley', 'who', 'opened', 'the', 'chamber', 'of', 'secrets'];['yes', 'harry', 'it', 'wa', 'ginny', 'weasley', 'who', 'opened', 'the', 'chamber', 'of', 'secret'];['harry', 'ginny', 'weasley', 'opened', 'chamber', 'secret']
Harry;No. She couldn't. She wouldn't.;['no', 'she', 'could', 'she', 'would'];['no', 'she', 'could', 'she', 'would'];['could', 'would']
Tom Riddle;It was Ginny who set the basilisk on the Mudbloods and Filch's cat Ginny who wrote the threatening messages on the walls.;['it', 'was', 'ginny', 'who', 'set', 'the', 'basilisk', 'on', 'the', 'mudbloods', 'and', 'filch', 'cat', 'ginny', 'who', 'wrote', 'the', 'threatening', 'messages', 'on', 'the', 'walls'];['it', 'wa', 'ginny', 'who', 'set', 'the', 'basilisk', 'on', 'the', 'mudbloods', 'and', 'filch', 'cat', 'ginny', 'who', 'wrote', 'the', 'threatening', 'message', 'on', 'the', 'wall'];['ginny', 'set', 'basilisk', 'mudbloods', 'filch', 'cat', 'ginny', 'wrote', 'threatening', 'message', 'wall']
Harry;But why?;['but', 'why'];['but', 'why'];[]
Tom Riddle;Because I told her to.;['because', 'i', 'told', 'her', 'to'];['because', 'i', 'told', 'her', 'to'];['told']
Tom Riddle;You'll find I can be very persuasive.;['you', 'find', 'i', 'can', 'be', 'very', 'persuasive'];['you', 'find', 'i', 'can', 'be', 'very', 'persuasive'];['find', 'persuasive']
Tom Riddle;Not that she knew what she was doing.;['not', 'that', 'she', 'knew', 'what', 'she', 'was', 'doing'];['not', 'that', 'she', 'knew', 'what', 'she', 'wa', 'doing'];['knew']
Tom Riddle;She was, shall we say, in a kind of trance.;['she', 'was', 'shall', 'we', 'say', 'in', 'a', 'kind', 'of', 'trance'];['she', 'wa', 'shall', 'we', 'say', 'in', 'a', 'kind', 'of', 'trance'];['shall', 'say', 'kind', 'trance']
Tom Riddle;Still, the power of the diary began to scare her.;['still', 'the', 'power', 'of', 'the', 'diary', 'began', 'to', 'scare', 'her'];['still', 'the', 'power', 'of', 'the', 'diary', 'began', 'to', 'scare', 'her'];['still', 'power', 'diary', 'began', 'scare']
Tom Riddle;She tried to dispose of it in the girls' bathroom.;['she', 'tried', 'to', 'dispose', 'of', 'it', 'in', 'the', 'girls', 'bathroom'];['she', 'tried', 'to', 'dispose', 'of', 'it', 'in', 'the', 'girl', 'bathroom'];['tried', 'dispose', 'girl', 'bathroom']
Tom Riddle;And then who should find it but you?;['and', 'then', 'who', 'should', 'find', 'it', 'but', 'you'];['and', 'then', 'who', 'should', 'find', 'it', 'but', 'you'];['find']
Tom Riddle;The very person I was most anxious to meet.;['the', 'very', 'person', 'i', 'was', 'most', 'anxious', 'to', 'meet'];['the', 'very', 'person', 'i', 'wa', 'most', 'anxious', 'to', 'meet'];['person', 'anxious', 'meet']
Harry;And why did you want to meet me?;['and', 'why', 'did', 'you', 'want', 'to', 'meet', 'me'];['and', 'why', 'did', 'you', 'want', 'to', 'meet', 'me'];['want', 'meet']
Tom Riddle;I knew I had to talk to you, meet you if I could.;['i', 'knew', 'i', 'had', 'to', 'talk', 'to', 'you', 'meet', 'you', 'if', 'i', 'could'];['i', 'knew', 'i', 'had', 'to', 'talk', 'to', 'you', 'meet', 'you', 'if', 'i', 'could'];['knew', 'talk', 'meet', 'could']
Tom Riddle;So I decided to show you my capture of that brainless oaf Hagrid to gain your trust.;['so', 'i', 'decided', 'to', 'show', 'you', 'my', 'capture', 'of', 'that', 'brainless', 'oaf', 'hagrid', 'to', 'gain', 'your', 'trust'];['so', 'i', 'decided', 'to', 'show', 'you', 'my', 'capture', 'of', 'that', 'brainless', 'oaf', 'hagrid', 'to', 'gain', 'your', 'trust'];['decided', 'show', 'capture', 'brainless', 'oaf', 'hagrid', 'gain', 'trust']
Harry;Hagrid's my friend.;['hagrid', 'my', 'friend'];['hagrid', 'my', 'friend'];['hagrid', 'friend']
Harry;And you framed him, didn't you?;['and', 'you', 'framed', 'him', 'did', 'you'];['and', 'you', 'framed', 'him', 'did', 'you'];['framed']
Tom Riddle;It was my word against Hagrid's.;['it', 'was', 'my', 'word', 'against', 'hagrid'];['it', 'wa', 'my', 'word', 'against', 'hagrid'];['word', 'hagrid']
Tom Riddle;Only Dumbledore seemed to think he was innocent.;['only', 'dumbledore', 'seemed', 'to', 'think', 'he', 'was', 'innocent'];['only', 'dumbledore', 'seemed', 'to', 'think', 'he', 'wa', 'innocent'];['dumbledore', 'seemed', 'think', 'innocent']
Harry;I'll bet Dumbledore saw right through you.;['i', 'bet', 'dumbledore', 'saw', 'right', 'through', 'you'];['i', 'bet', 'dumbledore', 'saw', 'right', 'through', 'you'];['bet', 'dumbledore', 'saw', 'right']
Tom Riddle;He certainly kept an annoyingly close watch on me after that.;['he', 'certainly', 'kept', 'an', 'annoyingly', 'close', 'watch', 'on', 'me', 'after', 'that'];['he', 'certainly', 'kept', 'an', 'annoyingly', 'close', 'watch', 'on', 'me', 'after', 'that'];['certainly', 'kept', 'annoyingly', 'close', 'watch']
Tom Riddle; I knew it wouldn't be safe to open the Chamber again while I was at school so I decided to leave behind a diary preserving my 16-year-old self in its pages so that one day;['i', 'knew', 'it', 'would', 'be', 'safe', 'to', 'open', 'the', 'chamber', 'again', 'while', 'i', 'was', 'at', 'school', 'so', 'i', 'decided', 'to', 'leave', 'behind', 'a', 'diary', 'preserving', 'my', 'self', 'in', 'its', 'pages', 'so', 'that', 'one', 'day'];['i', 'knew', 'it', 'would', 'be', 'safe', 'to', 'open', 'the', 'chamber', 'again', 'while', 'i', 'wa', 'at', 'school', 'so', 'i', 'decided', 'to', 'leave', 'behind', 'a', 'diary', 'preserving', 'my', 'self', 'in', 'it', 'page', 'so', 'that', 'one', 'day'];['knew', 'would', 'safe', 'open', 'chamber', 'school', 'decided', 'leave', 'behind', 'diary', 'preserving', 'self', 'page', 'one', 'day']
Tom Riddle;I would be able to lead another to finish Salazar Slytherin's noble work.;['i', 'would', 'be', 'able', 'to', 'lead', 'another', 'to', 'finish', 'salazar', 'slytherin', 'noble', 'work'];['i', 'would', 'be', 'able', 'to', 'lead', 'another', 'to', 'finish', 'salazar', 'slytherin', 'noble', 'work'];['would', 'able', 'lead', 'another', 'finish', 'salazar', 'slytherin', 'noble', 'work']
Harry;Well, you haven't finished it this time.;['well', 'you', 'have', 'finished', 'it', 'this', 'time'];['well', 'you', 'have', 'finished', 'it', 'this', 'time'];['well', 'finished', 'time']
Harry;In a few hours, the Mandrake Draught will be ready.;['in', 'a', 'few', 'hours', 'the', 'mandrake', 'draught', 'will', 'be', 'ready'];['in', 'a', 'few', 'hour', 'the', 'mandrake', 'draught', 'will', 'be', 'ready'];['hour', 'mandrake', 'draught', 'ready']
Harry;And everyone who was Petrified will be all right again.;['and', 'everyone', 'who', 'was', 'petrified', 'will', 'be', 'all', 'right', 'again'];['and', 'everyone', 'who', 'wa', 'petrified', 'will', 'be', 'all', 'right', 'again'];['everyone', 'petrified', 'right']
Tom Riddle;Haven't I told you? Killing Mudbloods doesn't matter to me anymore.;['have', 'i', 'told', 'you', 'killing', 'mudbloods', 'does', 'matter', 'to', 'me', 'anymore'];['have', 'i', 'told', 'you', 'killing', 'mudbloods', 'doe', 'matter', 'to', 'me', 'anymore'];['told', 'killing', 'mudbloods', 'doe', 'matter', 'anymore']
Tom Riddle;For many months now, my new target has been you.;['for', 'many', 'months', 'now', 'my', 'new', 'target', 'has', 'been', 'you'];['for', 'many', 'month', 'now', 'my', 'new', 'target', 'ha', 'been', 'you'];['many', 'month', 'new', 'target']
Tom Riddle;How is it that a baby with no extraordinary magical talent was able to defeat the greatest wizard of all time?;['how', 'is', 'it', 'that', 'a', 'baby', 'with', 'no', 'extraordinary', 'magical', 'talent', 'was', 'able', 'to', 'defeat', 'the', 'greatest', 'wizard', 'of', 'all', 'time'];['how', 'is', 'it', 'that', 'a', 'baby', 'with', 'no', 'extraordinary', 'magical', 'talent', 'wa', 'able', 'to', 'defeat', 'the', 'greatest', 'wizard', 'of', 'all', 'time'];['baby', 'extraordinary', 'magical', 'talent', 'able', 'defeat', 'greatest', 'wizard', 'time']
Tom Riddle;How did you escape with nothing but a scar while Lord Voldemort's powers were destroyed?;['how', 'did', 'you', 'escape', 'with', 'nothing', 'but', 'a', 'scar', 'while', 'lord', 'voldemort', 'powers', 'were', 'destroyed'];['how', 'did', 'you', 'escape', 'with', 'nothing', 'but', 'a', 'scar', 'while', 'lord', 'voldemort', 'power', 'were', 'destroyed'];['escape', 'nothing', 'scar', 'lord', 'voldemort', 'power', 'destroyed']
Harry;Why do you care how I escaped?;['why', 'do', 'you', 'care', 'how', 'i', 'escaped'];['why', 'do', 'you', 'care', 'how', 'i', 'escaped'];['care', 'escaped']
Harry;Voldemort was after your time.;['voldemort', 'was', 'after', 'your', 'time'];['voldemort', 'wa', 'after', 'your', 'time'];['voldemort', 'time']
Tom Riddle;Voldemort is my past, present and future.;['voldemort', 'is', 'my', 'past', 'present', 'and', 'future'];['voldemort', 'is', 'my', 'past', 'present', 'and', 'future'];['voldemort', 'past', 'present', 'future']
Harry;You. You're the Heir of Slytherin.;['you', 'you', 'the', 'heir', 'of', 'slytherin'];['you', 'you', 'the', 'heir', 'of', 'slytherin'];['heir', 'slytherin']
Harry;You're Voldemort.;['you', 'voldemort'];['you', 'voldemort'];['voldemort']
Tom Riddle;Surely you didn't think .I was going to keep my filthy Muggle father's name?;['surely', 'you', 'did', 'think', 'was', 'going', 'to', 'keep', 'my', 'filthy', 'muggle', 'father', 'name'];['surely', 'you', 'did', 'think', 'wa', 'going', 'to', 'keep', 'my', 'filthy', 'muggle', 'father', 'name'];['surely', 'think', 'going', 'keep', 'filthy', 'muggle', 'father', 'name']
Tom Riddle;No. I fashioned myself a new name, a name I knew wizards everywhere would fear to speak when I became the greatest sorcerer in the world.;['no', 'i', 'fashioned', 'myself', 'a', 'new', 'name', 'a', 'name', 'i', 'knew', 'wizards', 'everywhere', 'would', 'fear', 'to', 'speak', 'when', 'i', 'became', 'the', 'greatest', 'sorcerer', 'in', 'the', 'world'];['no', 'i', 'fashioned', 'myself', 'a', 'new', 'name', 'a', 'name', 'i', 'knew', 'wizard', 'everywhere', 'would', 'fear', 'to', 'speak', 'when', 'i', 'became', 'the', 'greatest', 'sorcerer', 'in', 'the', 'world'];['fashioned', 'new', 'name', 'name', 'knew', 'wizard', 'everywhere', 'would', 'fear', 'speak', 'became', 'greatest', 'sorcerer', 'world']
Harry;Albus Dumbledore is the greatest sorcerer in the world.;['albus', 'dumbledore', 'is', 'the', 'greatest', 'sorcerer', 'in', 'the', 'world'];['albus', 'dumbledore', 'is', 'the', 'greatest', 'sorcerer', 'in', 'the', 'world'];['albus', 'dumbledore', 'greatest', 'sorcerer', 'world']
Tom Riddle;Dumbledore's been driven out of this castle by the mere memory of me.;['dumbledore', 'been', 'driven', 'out', 'of', 'this', 'castle', 'by', 'the', 'mere', 'memory', 'of', 'me'];['dumbledore', 'been', 'driven', 'out', 'of', 'this', 'castle', 'by', 'the', 'mere', 'memory', 'of', 'me'];['dumbledore', 'driven', 'castle', 'mere', 'memory']
Harry;He'll never be gone. ;['he', 'never', 'be', 'gone'];['he', 'never', 'be', 'gone'];['never', 'gone']
Harry;Not as long as those who remain are loyal to him.;['not', 'as', 'long', 'as', 'those', 'who', 'remain', 'are', 'loyal', 'to', 'him'];['not', 'a', 'long', 'a', 'those', 'who', 'remain', 'are', 'loyal', 'to', 'him'];['long', 'remain', 'loyal']
Harry;Fawkes?;['fawkes'];['fawkes'];['fawkes']
Tom Riddle;So this is what Dumbledore sends his great defender.;['so', 'this', 'is', 'what', 'dumbledore', 'sends', 'his', 'great', 'defender'];['so', 'this', 'is', 'what', 'dumbledore', 'sends', 'his', 'great', 'defender'];['dumbledore', 'sends', 'great', 'defender']
Tom Riddle;A songbird and an old hat.;['a', 'songbird', 'and', 'an', 'old', 'hat'];['a', 'songbird', 'and', 'an', 'old', 'hat'];['songbird', 'old', 'hat']
Tom Riddle;Let's match the power of Lord Voldemort, Heir of Salazar Slytherin against the famous Harry Potter.;['let', 'match', 'the', 'power', 'of', 'lord', 'voldemort', 'heir', 'of', 'salazar', 'slytherin', 'against', 'the', 'famous', 'harry', 'potter'];['let', 'match', 'the', 'power', 'of', 'lord', 'voldemort', 'heir', 'of', 'salazar', 'slytherin', 'against', 'the', 'famous', 'harry', 'potter'];['let', 'match', 'power', 'lord', 'voldemort', 'heir', 'salazar', 'slytherin', 'famous', 'harry', 'potter']
Tom Riddle;Parseltongue won't save you now, Potter. ;['parseltongue', 'wo', 'save', 'you', 'now', 'potter'];['parseltongue', 'wo', 'save', 'you', 'now', 'potter'];['parseltongue', 'wo', 'save', 'potter']
Tom Riddle;It only obeys me.;['it', 'only', 'obeys', 'me'];['it', 'only', 'obeys', 'me'];['obeys']
Tom Riddle;No! Your bird may have blinded the basilisk, but it can still hear you.;['no', 'your', 'bird', 'may', 'have', 'blinded', 'the', 'basilisk', 'but', 'it', 'can', 'still', 'hear', 'you'];['no', 'your', 'bird', 'may', 'have', 'blinded', 'the', 'basilisk', 'but', 'it', 'can', 'still', 'hear', 'you'];['bird', 'may', 'blinded', 'basilisk', 'still', 'hear']
Tom Riddle;Yes, Potter.;['yes', 'potter'];['yes', 'potter'];['potter']
Tom Riddle;The process is nearly complete.;['the', 'process', 'is', 'nearly', 'complete'];['the', 'process', 'is', 'nearly', 'complete'];['process', 'nearly', 'complete']
Tom Riddle;In a few minutes, Ginny Weasley will be dead, and I will cease to be a memory.;['in', 'a', 'few', 'minutes', 'ginny', 'weasley', 'will', 'be', 'dead', 'and', 'i', 'will', 'cease', 'to', 'be', 'a', 'memory'];['in', 'a', 'few', 'minute', 'ginny', 'weasley', 'will', 'be', 'dead', 'and', 'i', 'will', 'cease', 'to', 'be', 'a', 'memory'];['minute', 'ginny', 'weasley', 'dead', 'cease', 'memory']
Tom Riddle;Lord Voldemort will return .very much alive.;['lord', 'voldemort', 'will', 'return', 'much', 'alive'];['lord', 'voldemort', 'will', 'return', 'much', 'alive'];['lord', 'voldemort', 'return', 'much', 'alive']
Harry;Ginny?;['ginny'];['ginny'];['ginny']
Tom Riddle;Remarkable, isn't it? how quickly the venom of the basilisk penetrates the body?;['remarkable', 'is', 'it', 'how', 'quickly', 'the', 'venom', 'of', 'the', 'basilisk', 'penetrates', 'the', 'body'];['remarkable', 'is', 'it', 'how', 'quickly', 'the', 'venom', 'of', 'the', 'basilisk', 'penetrates', 'the', 'body'];['remarkable', 'quickly', 'venom', 'basilisk', 'penetrates', 'body']
Tom Riddle;I'd guess you have little more than a minute to live.;['i', 'guess', 'you', 'have', 'little', 'more', 'than', 'a', 'minute', 'to', 'live'];['i', 'guess', 'you', 'have', 'little', 'more', 'than', 'a', 'minute', 'to', 'live'];['guess', 'little', 'minute', 'live']
Tom Riddle;You'll be with your dear Mudblood mother soon, Harry.;['you', 'be', 'with', 'your', 'dear', 'mudblood', 'mother', 'soon', 'harry'];['you', 'be', 'with', 'your', 'dear', 'mudblood', 'mother', 'soon', 'harry'];['dear', 'mudblood', 'mother', 'soon', 'harry']
Tom Riddle;Funny, the damage a silly little book can do especially in the hands of a silly little girl.;['funny', 'the', 'damage', 'a', 'silly', 'little', 'book', 'can', 'do', 'especially', 'in', 'the', 'hands', 'of', 'a', 'silly', 'little', 'girl'];['funny', 'the', 'damage', 'a', 'silly', 'little', 'book', 'can', 'do', 'especially', 'in', 'the', 'hand', 'of', 'a', 'silly', 'little', 'girl'];['funny', 'damage', 'silly', 'little', 'book', 'especially', 'hand', 'silly', 'little', 'girl']
Tom Riddle;What are you doing?;['what', 'are', 'you', 'doing'];['what', 'are', 'you', 'doing'];[]
Tom Riddle;Stop. No!;['stop', 'no'];['stop', 'no'];['stop']
Harry;Ginny?;['ginny'];['ginny'];['ginny']
Ginny;Harry, It was me.;['harry', 'it', 'was', 'me'];['harry', 'it', 'wa', 'me'];['harry']
Ginny;But I swear, I didn't mean to.;['but', 'i', 'swear', 'i', 'did', 'mean', 'to'];['but', 'i', 'swear', 'i', 'did', 'mean', 'to'];['swear', 'mean']
Ginny;Riddle made me, and...;['riddle', 'made', 'me', 'and'];['riddle', 'made', 'me', 'and'];['riddle', 'made']
Ginny;Harry, you're hurt.;['harry', 'you', 'hurt'];['harry', 'you', 'hurt'];['harry', 'hurt']
Harry;Don't worry.;['do', 'worry'];['do', 'worry'];['worry']
Harry;Ginny, you need to get yourself out.;['ginny', 'you', 'need', 'to', 'get', 'yourself', 'out'];['ginny', 'you', 'need', 'to', 'get', 'yourself', 'out'];['ginny', 'need']
Harry;Follow the Chamber and you'll find Ron.;['follow', 'the', 'chamber', 'and', 'you', 'find', 'ron'];['follow', 'the', 'chamber', 'and', 'you', 'find', 'ron'];['follow', 'chamber', 'find', 'ron']
Harry;You were brilliant, Fawkes.;['you', 'were', 'brilliant', 'fawkes'];['you', 'were', 'brilliant', 'fawkes'];['brilliant', 'fawkes']
Harry;I just wasn't quick enough.;['i', 'just', 'was', 'quick', 'enough'];['i', 'just', 'wa', 'quick', 'enough'];['quick', 'enough']
Harry;Of course.;['of', 'course'];['of', 'course'];['course']
Harry;Phoenix tears have healing powers.;['phoenix', 'tears', 'have', 'healing', 'powers'];['phoenix', 'tear', 'have', 'healing', 'power'];['phoenix', 'tear', 'healing', 'power']
Harry;Thanks.;['thanks'];['thanks'];['thanks']
Harry;It's all right, Ginny.;['it', 'all', 'right', 'ginny'];['it', 'all', 'right', 'ginny'];['right', 'ginny']
Harry;It's over.;['it', 'over'];['it', 'over'];[]
Harry;It's just a memory.;['it', 'just', 'a', 'memory'];['it', 'just', 'a', 'memory'];['memory']
Gilderoy Lockhart;Amazing!;['amazing'];['amazing'];['amazing']
Gilderoy Lockhart;This is just like magic!;['this', 'is', 'just', 'like', 'magic'];['this', 'is', 'just', 'like', 'magic'];['like', 'magic']
Dumbledore;You both realize, of course that in the past few hours, you have broken perhaps a dozen school rules.;['you', 'both', 'realize', 'of', 'course', 'that', 'in', 'the', 'past', 'few', 'hours', 'you', 'have', 'broken', 'perhaps', 'a', 'dozen', 'school', 'rules'];['you', 'both', 'realize', 'of', 'course', 'that', 'in', 'the', 'past', 'few', 'hour', 'you', 'have', 'broken', 'perhaps', 'a', 'dozen', 'school', 'rule'];['realize', 'course', 'past', 'hour', 'broken', 'perhaps', 'dozen', 'school', 'rule']
